rfc_page,yr,distinct_editors,total_edits,reverted_edits,first_edit,last_edit,duration_days,revert_rate
Requests_for_comment/Archive.is_RFC,2013,77,311,0.0,20130920155758,20260220073028,4536,0.0
Requests_for_comment/Archive.is_RFC/Rotlink_email_attempt,2013,2,6,0.0,20131003013308,20160526173034,966,0.0
Requests_for_comment/Article_content_disputes_archive,2013,2,2,0.0,20131014154832,20210818155734,2865,0.0
Requests_for_comment/Article_feedback,2013,236,943,0.0,20130105002853,20260226101528,4800,0.0
Requests_for_comment/Arzel,2013,17,108,0.0,20130512173940,20260508212603,4744,0.0
Requests_for_comment/BASC_reform_2014,2013,58,167,0.0,20131209221707,20230303062820,3371,0.0
Requests_for_comment/Baboon43,2013,12,43,0.0,20130622121345,20230210215807,3520,0.0
Requests_for_comment/Best_practice_guidelines_for_Public_Relations_professionals,2013,7,14,0.0,20131024112725,20230227094708,3413,0.0
Requests_for_comment/CSD_pseudo-namespace,2013,10,24,0.0,20130923162108,20220412155011,3123,0.0
Requests_for_comment/Cantaloupe2,2013,17,146,0.0,20130124094849,20220326072000,3348,0.0
Requests_for_comment/CartoonDiablo,2013,10,19,0.0,20130120135316,20220221035011,3319,0.0
Requests_for_comment/Civility_enforcement/Questionnaire_analysis,2013,3,13,0.0,20130212212712,20130220010307,8,0.0
Requests_for_comment/Deicas,2013,2,14,0.0,20130120134019,20220107064454,3274,0.0
Requests_for_comment/Denniss,2013,2,4,0.0,20131217122939,20230210215914,3342,0.0
Requests_for_comment/Direktor,2013,5,15,0.0,20130730134454,20230210215917,3482,0.0
Requests_for_comment/English_Wikipedia_readership_survey_2013,2013,16,114,0.0,20130501154252,20230313183934,3603,0.0
Requests_for_comment/English_Wikipedia_readership_survey_2013/AD/BC_v_CE/BCE,2013,3,3,0.0,20130505044006,20130521085129,16,0.0
Requests_for_comment/English_Wikipedia_readership_survey_2013/Do_IPA_symbols_help_you_with_word_pronunciation,2013,3,4,0.0,20130506002824,20130510042543,4,0.0
Requests_for_comment/English_Wikipedia_readership_survey_2013/Improve_our_engagement_with_our_reader,2013,1,2,0.0,20130505121017,20130505121241,0,0.0
Requests_for_comment/English_Wikipedia_readership_survey_2013/Improve_the_conversion_rate_of_readers_to_editors,2013,1,3,0.0,20130505120058,20130505121617,0,0.0
"Requests_for_comment/English_Wikipedia_readership_survey_2013/Should_Wikipedia_have_a_""safe_search""_option,_so_readers_can_selectively_filter_violent,_sexual,_or_other_potentially_offensive_images?",2013,4,13,0.0,20130501154114,20130505102701,4,0.0
Requests_for_comment/English_Wikipedia_readership_survey_2013/What's_the_demographic_distribution_of_our_readers,2013,2,2,0.0,20130505042120,20130618114037,44,0.0
Requests_for_comment/English_Wikipedia_readership_survey_2013/What_proportion_of_readers_are_aware_that_they_can_edit,2013,4,4,0.0,20130505042817,20220530133617,3312,0.0
Requests_for_comment/Epeefleche,2013,37,216,0.0,20130115050154,20230210215935,3678,0.0
Requests_for_comment/Flowerofchivalry,2013,2,3,0.0,20130730145444,20230210220002,3482,0.0
Requests_for_comment/Folken_de_Fanel,2013,37,84,0.0,20130430225736,20230303044233,3594,0.0
Requests_for_comment/Greengrounds,2013,4,21,0.0,20130601150325,20220107065142,3142,0.0
Requests_for_comment/Irismeister,2013,2,2,0.0,20130903161736,20250926015512,4406,0.0
Requests_for_comment/Jax_0677,2013,17,24,0.0,20130329204259,20220526090025,3345,0.0
Requests_for_comment/Jerusalem,2013,108,1053,8.0,20130430142618,20241130091319,4232,0.008
Requests_for_comment/Joefromrandb,2013,35,198,0.0,20130815201752,20230421114101,3536,0.0
Requests_for_comment/Niemti/Additional_Evidence,2013,8,91,0.0,20130305222502,20130322234811,17,0.0
Requests_for_comment/No_big_deal?,2013,22,50,0.0,20130423222811,20230210220139,3580,0.0
Requests_for_comment/Oranjelo100,2013,7,23,0.0,20131120233327,20220529103539,3112,0.0
Requests_for_comment/Sidebar_update,2013,14,51,0.0,20131003053859,20230309115940,3444,0.0
Requests_for_comment/Start_date_in_NRHP_articles,2013,9,54,0.0,20130407005305,20250311012442,4356,0.0
Requests_for_comment/Template_editor_user_right,2013,213,615,5.0,20130910072624,20250530050248,4280,0.008
Requests_for_comment/The_bot_flag,2013,13,52,0.0,20130601193704,20220423174943,3248,0.0
Requests_for_comment/Unreal7,2013,2,3,0.0,20131227014711,20220107071626,2933,0.0
Requests_for_comment/User_conduct/Archive_1,2013,2,6,0.0,20130324185343,20230218164325,3618,0.0
Requests_for_comment/User_conduct/Archive_2,2013,1,4,0.0,20130324190027,20130324193616,0,0.0
Requests_for_comment/User_conduct/Archive_3,2013,1,2,0.0,20130324190836,20130324193551,0,0.0
Requests_for_comment/User_conduct/Archive_4,2013,1,4,0.0,20130324191315,20130324193514,0,0.0
Requests_for_comment/User_conduct/Archive_7,2013,2,2,0.0,20130324193037,20131111162919,232,0.0
Requests_for_comment/User_names/Index/2013,2013,3,27,0.0,20130127044314,20140724170727,543,0.0
Requests_for_comment/Wik,2013,2,2,0.0,20130829065430,20250926015432,4411,0.0
Requests_for_comment/Wikidata_Phase_2,2013,55,178,0.0,20130421205907,20230309120037,3609,0.0
Requests_for_comment/X!'s_Edit_Counter,2013,3,7,0.0,20130726084101,20250125215248,4201,0.0
Requests_for_comment/Xenophrenic,2013,26,342,0.0,20130522073216,20260213065925,4650,0.0
Requests_for_comment/24.0.133.234,2014,7,19,0.0,20140311025520,20220107063358,2859,0.0
Requests_for_comment/30_SW,2014,7,17,0.0,20140826042256,20220107063409,2691,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2014,2014,44,238,0.0,20140825062124,20230210215732,3091,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2014/Electoral_Commission,2014,34,105,0.0,20141010032636,20230210215735,3045,0.0
Requests_for_comment/Archive.is_RFC_2,2014,24,51,0.0,20140624193440,20260424200411,4322,0.0
Requests_for_comment/Archive.is_RFC_3,2014,92,687,0.0,20140626225328,20260424200325,4320,0.0
Requests_for_comment/Arzel_2,2014,47,126,0.0,20140111234610,20230421115557,3387,0.0
Requests_for_comment/Atsme,2014,6,55,0.0,20141024221424,20220107063804,2632,0.0
Requests_for_comment/Colton_Cosmic,2014,39,156,0.0,20140209222923,20230303044359,3309,0.0
Requests_for_comment/Dan56,2014,18,164,0.0,20140728185335,20221205095759,3052,0.0
Requests_for_comment/Example_formatting,2014,8,32,1.0,20140727045520,20260412163856,4277,0.031
Requests_for_comment/Middayexpress,2014,26,82,0.0,20140822054015,20220529154526,2837,0.0
Requests_for_comment/Mobile_site_strapline,2014,36,76,0.0,20140506012637,20220514181608,2930,0.0
Requests_for_comment/Naveed245,2014,2,15,0.0,20140321220935,20220107070323,2849,0.0
Requests_for_comment/Notability_of_Youtubers,2014,3,6,0.0,20140828160708,20140828192911,0,0.0
Requests_for_comment/PrivateWiddle,2014,20,67,0.0,20140217130034,20220529103537,3023,0.0
Requests_for_comment/QuackGuru2,2014,45,173,0.0,20140126042812,20220530133519,3046,0.0
Requests_for_comment/Redrose64,2014,22,72,0.0,20141015200616,20220107070810,2641,0.0
Requests_for_comment/Request_board/Archive_2,2014,2,2,0.0,20140806070931,20220504035654,2828,0.0
Requests_for_comment/Request_board/Archive_3,2014,5,6,0.0,20140901080653,20211014080632,2600,0.0
Requests_for_comment/Richard_C._Hoagland,2014,1,2,0.0,20140602145836,20140602150037,0,0.0
Requests_for_comment/Ring_Cinema,2014,2,2,0.0,20140722182001,20220107070849,2726,0.0
Requests_for_comment/Scholarlyarticles,2014,11,38,0.0,20140227215345,20220301070116,2924,0.0
Requests_for_comment/Should_Wikipedia_ask_WMF_to_join_the_American_Library_Association_on_its_behalf?,2014,2,9,0.0,20140210165218,20140212071119,2,0.0
Requests_for_comment/Sue_Rangell1,2014,2,4,0.0,20140414220006,20220107071307,2825,0.0
Requests_for_comment/User_conduct/Archive_8,2014,2,2,0.0,20141022221629,20230210220350,3033,0.0
Requests_for_comment/User_names/Index/2014,2014,5,24,0.0,20140723195458,20220421194232,2829,0.0
Requests_for_comment/Worldedixor,2014,8,181,0.0,20140912073237,20220107071841,2674,0.0
Requests_for_comment/5_millionth_article_banner,2015,10,30,0.0,20151027084401,20220419120700,2366,0.0
Requests_for_comment/5_millionth_article_logo,2015,431,989,0.0,20151018041809,20260426154523,3843,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2015,2015,25,60,2.0,20150828034355,20230816134905,2910,0.033
Requests_for_comment/Arbitration_Committee_Elections_December_2015/Electoral_Commission,2015,20,37,0.0,20151009013824,20180817205342,1043,0.0
Requests_for_comment/Ban_appeals_reform_2015,2015,49,233,0.0,20150123231026,20230303044504,2961,0.0
Requests_for_comment/Proposal_to_allow_non-admin_deletions_for_XfD,2015,24,46,0.0,20151218003150,20171112084002,695,0.0
Requests_for_comment/Regulation_Committee_and_alternatives_to_consensus,2015,38,207,0.0,20150728031627,20230303043616,2775,0.0
Requests_for_comment/Rollback_2015,2015,3,3,0.0,20150212182102,20190418050651,1526,0.0
Requests_for_comment/Silsor,2015,2,2,0.0,20150422001832,20160524120315,398,0.0
Requests_for_comment/Used2BAnonymous,2015,2,2,0.0,20150227050000,20220107071633,2506,0.0
Requests_for_comment/User_names/Index/2015,2015,3,17,0.0,20150517201206,20220421193248,2531,0.0
Requests_for_comment/April_Fools'_2,2016,86,510,0.0,20160605193919,20231202022353,2736,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2016,2016,44,134,0.0,20160830234923,20230210215739,2355,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2016/Electoral_Commission,2016,35,97,0.0,20161007163313,20220309214716,1979,0.0
Requests_for_comment/Archive.is_RFC_4,2016,97,464,1.0,20160517035348,20260304144000,3578,0.002
Requests_for_comment/Extended_confirmed_protection_policy,2016,276,660,5.0,20160602185034,20250119043544,3153,0.008
Requests_for_comment/Extended_confirmed_protection_policy_2,2016,92,254,7.0,20161202014730,20240331095403,2676,0.028
Requests_for_comment/Gamergate_draft,2016,57,305,0.0,20160912030322,20220530133612,2086,0.0
Requests_for_comment/Genetically_modified_organisms,2016,111,631,0.0,20160412165654,20230221061332,2506,0.0
Requests_for_comment/Pending_Changes_expansion_RfC,2016,33,140,0.0,20161105235406,20230303043702,2309,0.0
Requests_for_comment/Protect_user_pages_by_default,2016,99,256,2.0,20160831171038,20240619151124,2849,0.008
Requests_for_comment/User_names/Index/2016,2016,2,22,0.0,20160106040918,20220421114331,2297,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2017,2017,100,328,0.0,20170909214049,20230210215743,1980,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2017/Electoral_Commission,2017,75,247,0.0,20171002195553,20230310152257,1985,0.0
Requests_for_comment/Combining_AfC_reviewers_and_new_page_reviewers,2017,38,132,0.0,20170223045941,20230210215857,2178,0.0
Requests_for_comment/MOS:GENDERID_for_genderqueer_people,2017,65,135,0.0,20170414140126,20230303043945,2149,0.0
"Requests_for_comment/RfC_to_adopt_a_default_gender_neutral_style_for_policy,_guidelines_and_help_pages",2017,167,616,1.0,20170407150239,20220529154518,1878,0.002
Requests_for_comment/Sports_notability_guideline,2017,37,117,0.0,20170505214032,20230210220302,2107,0.0
Requests_for_comment/User_names/Index/2017,2017,4,34,0.0,20170116005217,20220421114108,1921,0.0
Requests_for_comment/68.170.0.238,2018,2,5,0.0,20181023213104,20230210215657,1571,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2018,2018,69,263,0.0,20180904051833,20181114000230,71,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2018/Electoral_Commission,2018,81,181,0.0,20181003035355,20181114000129,42,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2019,2018,114,907,0.0,20181114151911,20191001111956,321,0.0
Requests_for_comment/Enforceability_of_logged_voluntary_editing_restrictions,2018,51,159,0.0,20180606181849,20180807174941,62,0.0
Requests_for_comment/Event_coordinator_proposal,2018,99,259,3.0,20180319153534,20240220001006,2164,0.012
Requests_for_comment/Lapsed_Pacifist,2018,2,5,0.0,20180719184008,20230210220054,1667,0.0
Requests_for_comment/Lulu_of_the_Lotus-Eaters_2,2018,2,3,0.0,20180720144400,20220504035830,1384,0.0
Requests_for_comment/Neutrality_2,2018,2,4,0.0,20181023213110,20220504035745,1289,0.0
Requests_for_comment/Radicalsubversiv,2018,2,5,0.0,20181023181710,20230210220214,1571,0.0
Requests_for_comment/User_names/Index/2018,2018,6,28,0.0,20180101024606,20220421114021,1571,0.0
Requests_for_comment/2019_Resysop_Criteria_(2),2019,96,962,1.0,20191006000128,20230303044643,1244,0.001
Requests_for_comment/2019_community_sentiment_on_binding_desysop_procedure,2019,99,388,2.0,20191016174312,20260402085407,2360,0.005
Requests_for_comment/Arbitration_Committee_Elections_December_2019/Electoral_Commission,2019,137,402,0.0,20190901055801,20220504040128,976,0.0
Requests_for_comment/Current_events_noticeboard,2019,40,111,0.0,20190130225514,20240620194720,1968,0.0
Requests_for_comment/Current_events_noticeboard/Header,2019,3,3,0.0,20190217175025,20190307174209,18,0.0
Requests_for_comment/Partial_blocks,2019,101,466,5.0,20190318102811,20260307161149,2546,0.011
Requests_for_comment/Portals_guideline,2019,10,79,0.0,20190707214123,20190906015820,61,0.0
Requests_for_comment/Trey_Stone,2019,4,6,0.0,20190828142847,20260127213527,2344,0.0
Requests_for_comment/User_names/Index/2019,2019,7,22,0.0,20190101133558,20220421113540,1206,0.0
Requests_for_comment/User_rights_of_(site)_banned_users,2019,46,84,3.0,20190911201738,20260302125523,2364,0.036
Requests_for_comment/2020_left_sidebar_update,2020,94,1074,0.0,20200404032055,20240122142051,1388,0.0
Requests_for_comment/2020_left_sidebar_update/Comparison,2020,1,2,0.0,20200425141929,20200504070355,9,0.0
Requests_for_comment/April_Fools'_3,2020,42,99,0.0,20200408173140,20230320212734,1076,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2020,2020,107,1285,3.0,20200825031943,20260402084610,2046,0.002
Requests_for_comment/Arbitration_Committee_Elections_December_2020/Electoral_Commission,2020,81,304,9.0,20200827015955,20220221082632,543,0.03
Requests_for_comment/Arbitration_Committee_Elections_December_2020/Statement_overview,2020,7,15,0.0,20200903211054,20200914131951,11,0.0
Requests_for_comment/Article_topics,2020,4,13,3.0,20200521003548,20230528175728,1102,0.231
Requests_for_comment/Content_in_Notes_column_of_filmography_tables_in_Singapore_artistes_BLPs,2020,5,8,0.0,20200730214343,20200911124956,43,0.0
Requests_for_comment/Mapframe_maps_in_infoboxes,2020,24,81,0.0,20200624031843,20200813020302,50,0.0
Requests_for_comment/Project-wide_topics,2020,2,6,1.0,20200521004518,20230528175631,1102,0.167
Requests_for_comment/Responder_role,2020,15,275,4.0,20201210095147,20251012221128,1767,0.015
Requests_for_comment/User_names/Index/2020,2020,3,6,0.0,20201006195520,20220421113817,562,0.0
Requests_for_comment/Adminship_term_length,2021,134,485,5.0,20210301135827,20241116172349,1356,0.01
Requests_for_comment/Adminship_term_length/list,2021,5,15,0.0,20210301142151,20210310154506,9,0.0
Requests_for_comment/Adminship_term_length/poll_example,2021,2,5,0.0,20210303131814,20210309131451,6,0.0
Requests_for_comment/AfD,2021,1,3,0.0,20211103082453,20220526090149,204,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2021,2021,136,1066,6.0,20210901001632,20211012172058,41,0.006
Requests_for_comment/Arbitration_Committee_Elections_December_2021/Electoral_Commission,2021,78,221,2.0,20210902175201,20211016202554,44,0.009
Requests_for_comment/Cberlet_&_Willmcw,2021,2,5,0.0,20210718041318,20250114034848,1276,0.0
Requests_for_comment/Change_to_sysop_activity_requirements,2021,16,127,1.0,20210311004037,20210504143651,54,0.008
Requests_for_comment/Change_to_sysop_activity_requirements/Reconfirmation_of_Adminship_template,2021,1,4,0.0,20210316000059,20210316001510,0,0.0
Requests_for_comment/CheeseDreams,2021,1,2,0.0,20210818153629,20220504040012,259,0.0
Requests_for_comment/Dai_Grepher,2021,1,3,0.0,20211004162612,20220327201006,174,0.0
Requests_for_comment/Deprecated_and_unreliable_sources,2021,30,602,1.0,20211224123555,20240905114742,986,0.002
Requests_for_comment/Desysop_Policy_(2021),2021,362,1414,20.0,20210220204323,20230722120756,882,0.014
Requests_for_comment/Islamist,2021,1,3,0.0,20210718051542,20220504035842,290,0.0
Requests_for_comment/KaintheScion,2021,1,2,0.0,20211129055518,20220107065622,39,0.0
Requests_for_comment/LevelCheck,2021,1,3,0.0,20210718051122,20220107065820,173,0.0
Requests_for_comment/NCdave,2021,2,4,0.0,20210818153948,20241214054017,1214,0.0
Requests_for_comment/RickK,2021,2,6,0.0,20210718034841,20241230195313,1261,0.0
Requests_for_comment/SEWilco,2021,1,3,0.0,20210717181723,20230303043542,594,0.0
Requests_for_comment/TheDoctor10,2021,1,2,0.0,20211007071205,20220107071437,92,0.0
Requests_for_comment/User_names/Index/2021,2021,7,10,0.0,20210129090109,20220421113712,447,0.0
Requests_for_comment/Zivinbudas,2021,1,2,0.0,20210818154043,20220107071947,142,0.0
Requests_for_comment/172,2022,2,2,0.0,20220501041810,20230726113659,451,0.0
Requests_for_comment/211.28.*.*,2022,1,3,0.0,20220107063352,20230210215650,399,0.0
Requests_for_comment/214.13.4.151,2022,2,2,0.0,20220107063355,20241214053930,1072,0.0
Requests_for_comment/24.147.97.230,2022,2,3,0.0,20220107063402,20240215173655,769,0.0
Requests_for_comment/24.168.92.117,2022,1,2,0.0,20220107063406,20220521150818,134,0.0
Requests_for_comment/62.52.37.xxx,2022,1,3,0.0,20220107063413,20230303044633,420,0.0
Requests_for_comment/AndyL,2022,1,3,0.0,20220107063635,20220421153953,104,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2022,2022,110,1555,3.0,20220614015320,20230829190315,441,0.002
Requests_for_comment/Arbitration_Committee_Elections_December_2022/Electoral_Commission,2022,68,300,4.0,20220902172501,20221018094454,46,0.013
Requests_for_comment/Argyrosargyrou,2022,1,2,0.0,20220107063726,20220504040117,117,0.0
Requests_for_comment/B1link82,2022,1,4,0.0,20220107063810,20230210215803,399,0.0
Requests_for_comment/Bensaccount,2022,2,2,0.0,20220107063914,20241214053936,1072,0.0
Requests_for_comment/Bushit,2022,1,2,0.0,20220107064046,20230210215825,399,0.0
Requests_for_comment/Cheung1303,2022,1,2,0.0,20220107064150,20230210215850,399,0.0
Requests_for_comment/Deployment_of_Vector_(2022),2022,369,3672,14.0,20220901144630,20260611151121,1379,0.004
Requests_for_comment/Deployment_of_Vector_(2022)/More_about_Vector_(2022),2022,8,12,0.0,20220921135724,20260611150829,1359,0.0
Requests_for_comment/Drbalaji_md,2022,2,3,0.0,20220107064611,20250818155144,1319,0.0
Requests_for_comment/ExplorerCDT_2,2022,2,4,0.0,20220107064814,20240413084418,827,0.0
Requests_for_comment/Instantnood,2022,1,2,0.0,20220107065339,20220504035847,117,0.0
Requests_for_comment/Invalid_user_name_specified,2022,2,2,0.0,20220107065346,20230721153547,560,0.0
Requests_for_comment/Kdbuffalo,2022,1,2,0.0,20220107065634,20230303044022,420,0.0
Requests_for_comment/Lord_Kenneth,2022,1,2,0.0,20220915211338,20241221182002,828,0.0
Requests_for_comment/MARMOT,2022,1,3,0.0,20220107065922,20220504035827,117,0.0
Requests_for_comment/Melissadolbeer,2022,1,3,0.0,20220107070114,20230210220113,399,0.0
Requests_for_comment/Nick_Boulevard,2022,1,2,0.0,20220107070354,20220419120559,102,0.0
Requests_for_comment/Rangerdude,2022,1,2,0.0,20220107070754,20220327200838,79,0.0
Requests_for_comment/SamuraiClinton,2022,1,2,0.0,20220107071034,20220504035637,117,0.0
Requests_for_comment/Ungtss,2022,1,2,0.0,20220107071609,20220504035604,117,0.0
Requests_for_comment/User_conduct_disputes_archive/Lord_Kenneth_(JackLynch),2022,1,2,0.0,20220916131136,20241221182008,827,0.0
Requests_for_comment/User_names/Index/2022,2022,3,9,0.0,20220411082247,20221228220113,261,0.0
Requests_for_comment/orthogonal,2022,1,2,0.0,20220107072003,20230210220452,399,0.0
Requests_for_comment/Ævar_Arnfjörð_Bjarmason,2022,1,2,0.0,20220107072017,20230210220454,399,0.0
Requests_for_comment/Administrator_conduct,2023,1,2,0.0,20230420173323,20230420173323,0,0.0
Requests_for_comment/Administrator_conduct/Closing,2023,1,8,1.0,20230420183933,20230420184219,0,0.125
Requests_for_comment/Administrator_conduct/Guidance,2023,1,2,0.0,20230420173354,20230420173354,0,0.0
Requests_for_comment/Administrator_conduct/Rules,2023,1,2,0.0,20230420174853,20230420174853,0,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2023,2023,110,1574,5.0,20230714214150,20231128065426,137,0.003
Requests_for_comment/Arbitration_Committee_Elections_December_2023/Electoral_Commission,2023,98,512,8.0,20231001165648,20250123161740,480,0.016
Requests_for_comment/Arbitration_Committee_Elections_December_2024,2023,62,619,5.0,20230915204415,20241005030155,386,0.008
Requests_for_comment/Emoji_redirects,2023,28,153,0.0,20231130023809,20240520143135,172,0.0
Requests_for_comment/Evaluation_of_Vector_2022,2023,73,1786,3.0,20231003210737,20241125232346,419,0.002
Requests_for_comment/Fatness_should_be_reflected_in_images,2023,3,18,0.0,20230401042712,20230401155903,0,0.0
Requests_for_comment/Harro5,2023,2,2,0.0,20230303044142,20260302125446,1095,0.0
"Requests_for_comment/Legibility_of_""legibility""",2023,2,5,0.0,20230401134617,20230401165449,0,0.0
Requests_for_comment/Names_of_deceased_trans_people,2023,53,379,1.0,20231214062338,20240313034801,90,0.003
Requests_for_comment/Rollback_of_Vector_2022,2023,681,8375,40.0,20230121010844,20230412125731,81,0.005
Requests_for_comment/Rollback_of_Vector_2022/Discussion,2023,56,716,3.0,20230214165825,20260405141741,1146,0.004
Requests_for_comment/User_names/Index/2023,2023,5,9,0.0,20230102150801,20231227074325,359,0.0
Requests_for_comment/Using_maps_as_sources,2023,82,2080,3.0,20230320024625,20230920014337,184,0.001
Requests_for_comment/When_there_is_no_consensus_either_way,2023,26,877,0.0,20231227232431,20250612132149,533,0.0
Requests_for_comment/2024_Wikipedia_blackout,2024,217,1856,11.0,20241114214509,20251109114808,360,0.006
Requests_for_comment/2024_Wikipedia_blackout/Discussion,2024,3,18,0.0,20241115113745,20241115115901,0,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2024/Electoral_Commission,2024,55,219,0.0,20241001015816,20241016000031,15,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2025,2024,55,607,1.0,20241002235821,20251001011714,364,0.002
Requests_for_comment/Capitalization_of_NFL_draft_article_titles,2024,26,793,0.0,20240115173245,20240227124235,43,0.0
Requests_for_comment/Deletion_of_uncited_articles,2024,53,431,1.0,20240111064831,20240212194042,32,0.002
Requests_for_comment/Enforcing_ECR_for_article_creators,2024,31,418,1.0,20240303031223,20240622231243,111,0.002
Requests_for_comment/Gaza_Health_Ministry_qualifier,2024,32,167,1.0,20240722121512,20240924175513,64,0.006
Requests_for_comment/Grey_Literature,2024,36,961,5.0,20241110162530,20241231034811,51,0.005
Requests_for_comment/In_the_news_criteria_amendments,2024,34,363,0.0,20241021032002,20250202011300,104,0.0
Requests_for_comment/Lists_of_airline_destinations,2024,10,54,0.0,20240720160024,20240723105621,3,0.0
Requests_for_comment/Naming_of_German_municipal_subdivisions,2024,4,10,0.0,20240718121319,20241017174331,91,0.0
Requests_for_comment/Shorten_recall_petition_period,2024,67,345,1.0,20241106034944,20260307161151,486,0.003
Requests_for_comment/Spongebob_Squarepants_is_now_freely_licensed!,2024,13,79,0.0,20240121231004,20251212201337,691,0.0
Requests_for_comment/Titles_of_European_monarchs,2024,136,1516,1.0,20240622223131,20240926071246,96,0.001
Requests_for_comment/User_names/Index/2024,2024,5,5,0.0,20240409145801,20241210141325,245,0.0
Requests_for_comment/AI_images,2025,120,2221,9.0,20250228230641,20260425234457,421,0.004
Requests_for_comment/Arbitration_Committee_Elections_December_2025/Electoral_Commission,2025,40,142,1.0,20250921150817,20251019164046,28,0.007
Requests_for_comment/Extended_confirmed_definition,2025,52,325,0.0,20250525200841,20250530120339,5,0.0
Requests_for_comment/Recall_check-in,2025,39,172,4.0,20251106004223,20260120165425,75,0.023
Requests_for_comment/Restructuring_RSP,2025,40,450,1.0,20251020224550,20251107020624,18,0.002
Requests_for_comment/Temporary_account_IP-viewer,2025,49,401,5.0,20250621170205,20250803003926,43,0.012
Requests_for_comment/The_Heritage_Foundation,2025,34,464,1.0,20250118113143,20250312035450,53,0.002
Requests_for_comment/User_names/Index/2025,2025,2,4,0.0,20250131195419,20251012234641,254,0.0
Requests_for_comment/Archive.is_RFC_5,2026,217,3235,20.0,20260207171101,20260227040130,20,0.006
Requests_for_comment/History,2026,1,4,0.0,20260121190550,20260121190949,0,0.0
Requests_for_comment/Merging_merge_discussions_with_AfD,2026,67,791,6.0,20260123022259,20260503014402,100,0.008
Requests_for_comment/Recall_petition_signature_threshold_and_length,2026,19,112,0.0,20260107003438,20260204154241,28,0.0
Requests_for_comment/RfC_on_renaming_AfD,2026,45,495,2.0,20260412142725,20260426134614,14,0.004
Requests_for_comment/User_names/Index/2026,2026,2,3,0.0,20260417045343,20260602213457,46,0.0
